TRIP_ID,RT_ID,RT_NAME,RT_VER,STP_NM,RT_STP_NUM,RT_NUM_STPS,RT_ID_VER,RT_DIR,RT_GRP,RT_GRP_NUM,ROUTE_ID,V_ID,STP_ARV_TM,STP_ARV_DTTM,STP_ID,DATA_TYPE,U_ID,ROW_ID,ERASE_DATA
23867702-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr at 1750 Courtneypark Dr,71,80,18_2,South,dixie,473,,,,,,,23867702-240304-MULTI-Weekday-03_18_2,167,YES
23867702-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr at 1820 Courtneypark Dr,72,80,18_2,South,dixie,473,18-344,1409,1712565864.0,2024-04-08 04:44:24-04:00,5800,IE,23867702-240304-MULTI-Weekday-03_18_2,168,YES
23867702-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr w/of Netherhart Rd,73,80,18_2,South,dixie,473,,,,,,,23867702-240304-MULTI-Weekday-03_18_2,169,YES
23867702-240304-MULTI-Weekday-03,18,Dixie,2,Netherhart Rd n/of Bonhill Rd,74,80,18_2,South,dixie,473,,,,,,,23867702-240304-MULTI-Weekday-03_18_2,170,YES
23867702-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr w/of Netherhart Rd,75,80,18_2,South,dixie,473,18-344,1409,1712565888.0,2024-04-08 04:44:48-04:00,5825,IE,23867702-240304-MULTI-Weekday-03_18_2,171,YES
23867702-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at 1795 Meyerside Dr,76,80,18_2,South,dixie,473,,,,,,,23867702-240304-MULTI-Weekday-03_18_2,172,YES
23867702-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at 1715 Meyerside Dr,77,80,18_2,South,dixie,473,18-344,1409,1712565976.0,2024-04-08 04:46:16-04:00,5850,IE,23867702-240304-MULTI-Weekday-03_18_2,173,YES
23867702-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at 1675 Meyerside Dr,78,80,18_2,South,dixie,473,,,,,,,23867702-240304-MULTI-Weekday-03_18_2,174,YES
23867702-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at Bonhill Rd,79,80,18_2,South,dixie,473,18-344,1409,1712566008.0,2024-04-08 04:46:48-04:00,5870,IE,23867702-240304-MULTI-Weekday-03_18_2,175,YES
23867702-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at Dixie Rd,80,80,18_2,South,dixie,473,18-344,1409,1712566119.0,2024-04-08 04:48:39-04:00,5880,IE,23867702-240304-MULTI-Weekday-03_18_2,176,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd s/of Mayfield Rd,1,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,177,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at UPS (Caledon),2,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,178,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd s/of Mayfield Rd,3,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,179,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at UPS (Caledon),4,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,180,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Mayfield Rd w/of Russell Creek Dr,5,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,181,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Russell Creek Dr s/of Seymour Rd,6,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,182,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Russell Creek Dr n/of Inspire Blvd,7,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,183,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Russell Creek Dr s/of Dolbyhill Dr,8,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,184,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Russell Creek Dr n/of Countryside Dr,9,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,185,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Countryside Dr e/of Blackstone River Dr,10,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,186,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Countryside Dr,11,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,187,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd n/of Templehill Rd,12,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,188,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd n/of Naperton Dr,13,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,189,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd n/of Octillo Blvd,14,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,190,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd s/of Sandalwood Pky E,15,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,191,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Springtown Trail,16,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,192,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd btwn Springtown Trail and Peter Robertson,17,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,193,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd n/of Guru Nanak St,18,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,194,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at 10078 Dixie Rd,19,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,195,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd s/of Bovaird Dr E,20,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,196,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Northcliffe St,21,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,197,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd btwn Northcliffe St and North Park Dr,22,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,198,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd s/of North Park Dr,23,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,199,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Northampton St,24,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,200,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd s/of Williams Pky E,25,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,201,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Lascelles Blvd,26,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,202,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd opp Crescent Hill Dr (S),27,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,203,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Howden Blvd,28,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,204,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Hazelwood Dr,29,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,205,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Hillside Dr (n/of Queen St E),30,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,206,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Lisa St,31,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,207,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Clark Blvd at Braemar Dr,32,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,208,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Clark Blvd at Briar Path,33,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,209,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Clark Blvd w/of Central Park Dr,34,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,210,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Central Park Dr n/of Clark Blvd,35,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,211,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Knightsbridge Rd w/of Central Park Drive,36,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,212,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Team Canada Dr btwn Knightsbridge & Peel Cente Dr,37,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,213,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Bramalea Terminal Route 18 SB Stop,38,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,214,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Central Park Dr at Knightsbridge Rd,39,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,215,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Central Park Dr s/of Knightsbridge Rd,40,80,18_2,South,dixie,473,18-344,1707,1712565112.0,2024-04-08 04:31:52-04:00,9895,IE,23867704-240304-MULTI-Weekday-03_18_2,216,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Clark Blvd w/of Peel Centre Dr,41,80,18_2,South,dixie,473,18-344,1707,1712565240.0,2024-04-08 04:34:00-04:00,9867,IE,23867704-240304-MULTI-Weekday-03_18_2,217,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd s/of Clark Blvd,42,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,218,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Terese Rd,43,80,18_2,South,dixie,473,18-344,1707,1712565317.0,2024-04-08 04:35:17-04:00,2550,IE,23867704-240304-MULTI-Weekday-03_18_2,219,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Balmoral Dr (Rogers),44,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,220,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd n/of Orenda Rd,45,80,18_2,South,dixie,473,18-344,1707,1712565433.0,2024-04-08 04:37:13-04:00,6560,IE,23867704-240304-MULTI-Weekday-03_18_2,221,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd s/of Orenda Rd (N),46,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,222,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Orenda Rd (S),47,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,223,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd btwn Orenda Rd & Steeles Ave E,48,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,224,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd n/of Steeles Ave E,49,80,18_2,South,dixie,473,18-344,1707,1712565562.0,2024-04-08 04:39:22-04:00,6580,IE,23867704-240304-MULTI-Weekday-03_18_2,225,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd s/of Steeles Ave E,50,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,226,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Advance Blvd,51,80,18_2,South,dixie,473,18-344,1707,1712565643.0,2024-04-08 04:40:43-04:00,6600,IE,23867704-240304-MULTI-Weekday-03_18_2,227,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Drew Rd,52,80,18_2,South,dixie,473,18-344,1707,1712565778.0,2024-04-08 04:42:58-04:00,6610,IE,23867704-240304-MULTI-Weekday-03_18_2,228,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at 7080 Dixie Rd,53,80,18_2,South,dixie,473,18-344,1707,1712565783.0,2024-04-08 04:43:03-04:00,6620,IE,23867704-240304-MULTI-Weekday-03_18_2,229,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Derry Rd,54,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,230,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Director Gate,55,80,18_2,South,dixie,473,18-344,1707,1712565856.0,2024-04-08 04:44:16-04:00,6640,IE,23867704-240304-MULTI-Weekday-03_18_2,231,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd at Mid-way Blvd,56,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,232,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd n/of Courtneypark Dr,57,80,18_2,South,dixie,473,18-344,1707,1712566093.0,2024-04-08 04:48:13-04:00,6670,IE,23867704-240304-MULTI-Weekday-03_18_2,233,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Dixie Rd n/of Meyerside Dr,58,80,18_2,South,dixie,473,18-344,1707,1712566113.0,2024-04-08 04:48:33-04:00,5660,IE,23867704-240304-MULTI-Weekday-03_18_2,234,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at Ordan Dr,59,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,235,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at Vipond Dr,60,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,236,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at Shawson Dr,61,80,18_2,South,dixie,473,18-344,1707,1712566241.0,2024-04-08 04:50:41-04:00,5690,IE,23867704-240304-MULTI-Weekday-03_18_2,237,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at Tomken Rd,62,80,18_2,South,dixie,473,18-344,1707,1712566270.0,2024-04-08 04:51:10-04:00,5700,IE,23867704-240304-MULTI-Weekday-03_18_2,238,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Tomken Rd at Tristar Dr,63,80,18_2,South,dixie,473,18-344,1707,1712566439.0,2024-04-08 04:53:59-04:00,5710,IE,23867704-240304-MULTI-Weekday-03_18_2,239,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Tomken Rd at Courtneypark Dr,64,80,18_2,South,dixie,473,18-344,1707,1712566484.0,2024-04-08 04:54:44-04:00,5720,IE,23867704-240304-MULTI-Weekday-03_18_2,240,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr btwn Tomken Rd and Shawson Dr,65,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,241,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr e/of Shawson Dr,66,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,242,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr at Vipond Dr,67,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,243,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr at Ordan Dr,68,80,18_2,South,dixie,473,18-344,1707,1712566596.0,2024-04-08 04:56:36-04:00,5750,IE,23867704-240304-MULTI-Weekday-03_18_2,244,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr e/of Dixie Rd,69,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,245,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr at Van Deemter Crt,70,80,18_2,South,dixie,473,18-344,1707,1712566687.0,2024-04-08 04:58:07-04:00,5780,IE,23867704-240304-MULTI-Weekday-03_18_2,246,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr at 1750 Courtneypark Dr,71,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,247,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr at 1820 Courtneypark Dr,72,80,18_2,South,dixie,473,18-344,1707,1712566764.0,2024-04-08 04:59:24-04:00,5800,IE,23867704-240304-MULTI-Weekday-03_18_2,248,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Courtneypark Dr w/of Netherhart Rd,73,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,249,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Netherhart Rd n/of Bonhill Rd,74,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,250,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr w/of Netherhart Rd,75,80,18_2,South,dixie,473,18-344,1707,1712566851.0,2024-04-08 05:00:51-04:00,5825,IE,23867704-240304-MULTI-Weekday-03_18_2,251,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at 1795 Meyerside Dr,76,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,252,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at 1715 Meyerside Dr,77,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,253,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at 1675 Meyerside Dr,78,80,18_2,South,dixie,473,18-344,1707,1712566964.0,2024-04-08 05:02:44-04:00,5860,IE,23867704-240304-MULTI-Weekday-03_18_2,254,
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at Bonhill Rd,79,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,255,YES
23867704-240304-MULTI-Weekday-03,18,Dixie,2,Meyerside Dr at Dixie Rd,80,80,18_2,South,dixie,473,,,,,,,23867704-240304-MULTI-Weekday-03_18_2,256,YES
